,T0,T1,T2,A_1
T0,-1.01,-0.0,-0.07,-0.05
T1,0.0,-1.84,0.56,-0.13
T2,-0.0,0.0,-2.21,-0.0
A_1,-0.17,-0.63,-0.0,-2.07
