,T0,T1,T2,B_1
T0,-1.02,-0.0,-0.0,0.0
T1,-0.0,-1.86,0.62,0.01
T2,-0.0,0.0,-2.07,-0.33
B_1,0.08,0.69,-0.15,-0.1
