,T0,T1,T2,E_0
T0,-1.02,-0.0,-0.01,0.01
T1,-0.0,-1.84,0.54,0.01
T2,-0.01,0.0,-2.2,-0.09
E_0,0.01,0.06,-0.05,-2.62
