,T0,T1,T2,D_0
T0,-1.02,-0.0,-0.04,0.0
T1,-0.0,-1.84,0.55,0.0
T2,-0.01,0.0,-2.21,-0.01
D_0,0.0,1.31,-0.0,-1.58
