,T0,T1,T2,B_2
T0,-1.01,-0.06,-0.05,0.0
T1,-0.0,-2.01,0.54,0.88
T2,-0.0,0.0,-2.19,-0.16
B_2,0.0,0.0,-0.04,-1.65
