,T0,T1,T2,A_0
T0,-1.02,-0.0,-0.06,0.0
T1,-0.0,-1.83,0.55,-0.31
T2,-0.0,0.0,-2.2,-0.17
A_0,0.0,-0.47,-0.04,-2.59
