,T0,T1,T2,E_2
T0,-1.02,-0.0,-0.07,0.0
T1,0.0,-1.82,0.55,-0.34
T2,-0.0,0.0,-2.23,0.23
E_2,0.0,-0.0,0.0,-2.31
