,T0,T1,T2,B_0
T0,-1.02,-0.0,-0.02,0.0
T1,-0.0,-1.9,0.55,0.32
T2,-0.0,0.0,-2.18,-0.2
B_0,0.0,0.0,-0.03,-1.62
