,T0,T1,T2,C_0
T0,-0.71,-0.68,0.0,-0.39
T1,-0.54,-1.87,0.0,0.0
T2,0.29,0.71,-2.2,-0.51
C_0,-0.31,-0.0,-0.18,-1.66
