,T0,T1,T2,E_0
T0,-0.74,-1.0,0.01,0.14
T1,-0.31,-1.89,0.0,-0.43
T2,0.28,0.66,-2.25,0.0
E_0,0.0,-0.0,-0.0,-2.58
