,T0,T1,T2,A_1
T0,-0.76,-0.64,0.01,-0.01
T1,-0.58,-1.83,0.0,-0.41
T2,0.26,0.7,-2.23,-0.28
A_1,-0.18,-0.27,-0.58,-2.19
