,T0,T1,T2,B_0
T0,-0.73,-1.08,-0.0,0.0
T1,-0.29,-1.92,0.0,0.0
T2,0.34,0.7,-2.2,-0.61
B_0,-0.38,0.14,-0.01,-1.6
