,T0,T1,T2,C_3
T0,-0.59,-0.56,0.0,-0.57
T1,-0.54,-1.91,0.0,0.12
T2,0.33,0.7,-2.2,-0.19
C_3,-0.68,0.0,-0.3,-0.2
