,T0,T1,T2,B_2
T0,-0.77,-0.92,0.35,-0.0
T1,-0.42,-1.89,0.0,0.0
T2,0.0,0.72,-2.12,-0.36
B_2,-0.04,0.46,-0.37,-1.58
