,T0,T1,T2,D_0
T0,-0.8,-0.69,-0.2,-0.22
T1,-0.7,-1.93,0.0,1.16
T2,-0.0,0.49,-1.89,0.0
D_0,-0.01,0.0,0.0,-1.22
