,T0,T1,T2,A_0
T0,-0.85,-0.4,-0.22,-0.3
T1,-0.85,-1.59,0.0,-0.23
T2,-0.01,0.7,-1.91,-0.22
A_0,-0.57,-0.29,-0.21,-2.29
