,T0,T1,T2,A_1
T0,-0.85,-0.54,-0.19,-0.02
T1,-0.75,-1.65,0.0,0.41
T2,-0.0,0.68,-1.89,-0.49
A_1,-0.04,0.0,-0.01,-2.3
