,T0,T1,T2,E_1
T0,-0.93,-0.23,-0.08,0.74
T1,-1.2,-1.55,-0.0,-0.34
T2,-0.22,0.72,-1.88,0.1
E_1,0.01,-0.6,0.0,-2.55
