,T0,T1,T2,E_3
T0,-0.88,-0.34,-0.34,0.35
T1,-0.97,-1.59,-0.0,-0.0
T2,-0.0,0.7,-1.92,0.0
E_3,0.12,-0.14,0.47,-2.06
