,T0,T1,T2,C_3
T0,-0.76,-0.53,-0.17,-0.29
T1,-0.63,-1.64,0.0,0.0
T2,-0.0,0.6,-1.91,-0.0
C_3,-0.01,0.69,-0.07,-0.3
