,T0,T1,T2,B_2
T0,-0.8,-1.55,-0.13,0.0
T1,-0.19,-1.81,0.61,0.0
T2,-0.0,0.0,-1.81,0.0
B_2,-0.31,0.84,0.0,-1.4
