,T0,T1,T2,B_0
T0,-0.86,-0.43,-0.23,0.0
T1,-0.84,-1.6,0.0,0.0
T2,-0.02,0.67,-1.9,-0.1
B_0,0.0,0.17,-0.0,-1.64
