,T0,T1,T2,C_2
T0,-0.81,-0.51,-0.19,-0.49
T1,-0.69,-1.66,0.0,0.24
T2,-0.0,0.62,-1.91,-0.02
C_2,-0.44,0.0,-0.0,-1.68
