,T0,T1,T2,A_0
T0,-0.89,-0.87,0.19,0.0
T1,0.2,-1.92,0.52,-0.81
T2,-0.34,0.78,-2.15,-0.08
A_0,-0.03,-0.09,-0.89,-2.05
