,T0,T1,T2,B_1
T0,-0.79,-1.16,0.24,-0.26
T1,0.28,-2.02,0.6,-0.0
T2,-0.31,0.64,-2.17,0.08
B_1,-0.27,0.15,-0.94,-0.18
