,T0,T1,T2,C_0
T0,-0.87,-0.78,-0.14,-0.0
T1,0.19,-1.9,-0.13,-0.09
T2,-0.05,1.17,-2.25,-0.47
C_0,-1.21,-0.1,0.0,-1.46
