,T0,T1,T2,E_3
T0,-0.9,-0.56,0.01,0.13
T1,0.02,-1.9,0.0,0.22
T2,-0.26,1.08,-2.29,0.49
E_3,-0.81,-1.05,-0.4,-1.98
