,T0,T1,T2,C_2
T0,-0.85,-0.59,-0.0,-0.45
T1,0.08,-1.87,-0.0,-0.21
T2,-0.15,1.08,-2.31,0.35
C_2,-0.99,0.04,0.0,-1.77
