,T0,T1,T2,E_0
T0,-0.92,-0.2,-0.28,0.26
T1,-0.31,-1.88,0.56,0.29
T2,-0.0,0.73,-2.22,-0.1
E_0,-0.02,-0.18,0.25,-2.45
