,T0,T1,T2,B_0
T0,-0.89,-0.92,0.13,0.05
T1,0.18,-1.96,0.42,0.0
T2,-0.2,0.93,-2.14,-0.52
B_0,-0.0,0.81,-0.5,-1.65
