,T0,T1,T2,B_0
T0,-0.79,-0.79,-0.0,0.0
T1,-0.28,-1.87,0.0,0.26
T2,-0.13,0.65,-1.91,-0.17
B_0,0.02,0.0,-0.02,-1.73
