,T0,T1,T2,C_3
T0,-0.61,-0.57,-0.0,-0.75
T1,-0.32,-2.05,0.0,0.54
T2,-0.08,0.56,-1.93,-0.0
C_3,-0.0,0.0,-0.39,-0.39
