,T0,T1,T2,E_0
T0,-0.82,-0.68,-0.0,0.49
T1,-0.31,-1.81,0.0,-0.34
T2,-0.16,0.68,-1.94,0.15
E_0,0.0,-0.17,0.0,-2.6
