,T0,T1,T2,E_2
T0,-0.84,-0.46,-0.11,0.46
T1,-0.46,-1.78,0.0,-0.26
T2,-0.16,0.7,-1.97,0.38
E_2,0.0,-0.46,0.0,-2.09
