,T0,T1,T2,A_1
T0,-0.78,-0.91,-0.12,-0.0
T1,-0.17,-1.86,0.0,0.0
T2,-0.0,0.68,-1.92,-0.74
A_1,-0.1,0.0,-0.29,-2.15
