,T0,T1,T2,C_1
T0,-0.76,-1.06,-0.0,-0.27
T1,-0.1,-1.95,0.0,0.52
T2,-0.09,0.6,-1.93,-0.01
C_1,-0.01,0.0,-0.0,-1.95
