,T0,T1,T2,B_2
T0,-0.79,-0.85,-0.0,0.0
T1,-0.23,-1.88,0.0,0.2
T2,-0.16,0.63,-1.92,-0.02
B_2,0.17,0.0,-0.01,-1.61
