,T0,T1,T2,B_1
T0,-0.79,-0.85,-0.0,0.0
T1,-0.22,-1.85,0.0,0.0
T2,-0.14,0.66,-1.93,-0.0
B_1,0.14,0.2,-0.0,-0.11
