,T0,T1,T2,C_0
T0,-0.72,-0.86,-0.0,-0.81
T1,-0.14,-1.88,0.0,0.03
T2,-0.12,0.66,-1.93,-0.03
C_0,-0.1,0.0,-0.67,-1.65
