,T0,T1,T2,A_0
T0,-0.78,-0.93,-0.01,-0.06
T1,-0.16,-1.87,0.0,-0.0
T2,-0.1,0.69,-1.89,-1.11
A_0,-0.47,0.0,-1.06,-2.24
