,T0,T1,T2,A_0
T0,-0.97,-0.25,-0.56,-0.04
T1,-0.62,-1.75,0.69,-0.35
T2,0.03,0.32,-2.08,-0.62
A_0,-0.73,-0.57,-0.07,-2.12
