,T0,T1,T2,C_3
T0,-0.9,-0.53,-0.31,-0.22
T1,-0.34,-1.84,0.45,0.14
T2,-0.12,0.48,-2.13,0.05
C_3,-0.33,-0.07,-0.17,-0.4
