,T0,T1,T2,A_1
T0,-0.97,-0.51,-0.23,0.01
T1,-0.37,-1.76,0.44,-0.35
T2,-0.18,0.56,-2.06,-0.66
A_1,0.01,-0.5,-0.64,-2.19
