,T0,T1,T2,C_1
T0,-0.94,-0.59,-0.31,-0.26
T1,-0.31,-1.84,0.45,0.33
T2,-0.1,0.57,-2.07,-0.47
C_1,-0.37,0.31,-0.22,-1.79
