,T0,T1,T2,B_1
T0,-0.77,-0.39,-0.06,-0.7
T1,-0.42,-2.03,0.69,0.46
T2,-0.28,0.1,-2.11,0.21
B_1,-0.02,0.07,-0.71,-0.13
