,T0,T1,T2,B_2
T0,-0.95,-0.92,-0.35,0.09
T1,-0.18,-1.92,0.14,0.62
T2,-0.07,0.76,-2.12,-0.29
B_2,-0.42,0.19,0.16,-1.3
