,T0,T1,T2,E_0
T0,-0.99,-0.45,-0.14,0.17
T1,-0.48,-1.77,0.47,-0.05
T2,-0.34,0.53,-2.08,0.15
E_0,-0.0,-0.05,0.0,-2.55
