,T0,T1,T2,C_3
T0,-0.8,-0.64,-0.31,0.0
T1,-0.33,-2.08,0.0,0.29
T2,0.6,0.57,-2.22,-0.21
C_3,-0.79,0.0,0.12,-0.28
