,T0,T1,T2,E_3
T0,-0.79,-1.31,0.0,0.0
T1,0.0,-2.1,-0.0,0.35
T2,0.42,0.48,-2.21,-0.07
E_3,-0.0,-1.47,0.45,-1.8
