,T0,T1,T2,A_0
T0,-0.84,-0.43,-0.14,0.26
T1,-0.47,-1.91,0.0,-0.3
T2,0.52,0.61,-2.2,-1.59
A_0,-0.43,-0.6,-0.23,-2.35
