,T0,T1,T2,C_0
T0,-0.8,-1.2,0.0,-0.0
T1,-0.06,-2.08,0.54,-0.09
T2,0.41,0.0,-2.17,0.08
C_0,-0.61,0.34,-0.07,-1.62
