,T0,T1,T2,A_0
T0,-0.77,0.0,0.01,0.59
T1,0.0,-1.85,0.0,-0.07
T2,0.41,0.17,-2.06,-0.6
A_0,-0.0,-0.57,-0.43,-2.33
