,T0,T1,T2,C_3
T0,-0.73,0.0,-0.0,-0.0
T1,-0.0,-1.88,0.17,0.0
T2,0.42,0.0,-2.03,-0.13
C_3,-0.67,-0.0,-0.0,-0.24
