,T0,T1,T2,B_1
T0,-0.73,-0.0,0.0,-0.0
T1,-0.0,-1.88,0.16,0.01
T2,0.38,0.0,-2.07,0.0
B_1,-0.0,0.1,-0.33,-0.03
