,T0,T1,T2,C_2
T0,-0.73,-0.0,0.0,-0.01
T1,-0.0,-1.9,0.17,0.15
T2,0.41,0.0,-2.05,-0.21
C_2,-0.65,0.0,-0.0,-1.51
