,T0,T1,T2,E_3
T0,-1.08,-0.16,0.0,-0.03
T1,-0.19,-1.88,-0.01,0.0
T2,0.63,-0.0,-2.2,0.12
E_3,-0.0,0.05,0.0,-1.84
