,T0,T1,T2,C_3
T0,-0.83,-0.0,0.0,-0.9
T1,-0.12,-1.87,-0.01,-0.08
T2,0.78,-0.01,-2.28,0.1
C_3,-0.52,-0.0,0.0,-0.29
