,T0,T1,T2,B_2
T0,-1.04,-0.07,0.0,-0.39
T1,-0.23,-1.87,-0.0,0.0
T2,0.66,-0.0,-2.2,0.0
B_2,-0.18,0.0,0.0,-1.64
