,T0,T1,T2,C_1
T0,-0.85,-0.95,-0.0,-0.15
T1,-0.17,-2.05,-0.0,0.03
T2,0.26,0.74,-2.05,-0.33
C_1,-0.86,-0.05,0.52,-1.85
