,T0,T1,T2,C_0
T0,-0.86,-0.59,0.07,-0.3
T1,-0.48,-2.03,0.41,0.06
T2,0.18,0.47,-2.02,-0.01
C_0,-0.62,-0.1,-0.16,-1.74
