,T0,T1,T2,E_1
T0,-0.88,-0.97,0.1,-0.0
T1,-0.22,-2.07,0.35,-0.14
T2,0.16,0.48,-2.01,-0.01
E_1,-0.03,-0.0,-0.43,-2.48
