,T0,T1,T2,B_2
T0,-0.91,-0.84,-0.04,0.32
T1,-0.28,-2.02,0.0,-0.0
T2,0.27,0.78,-2.04,-0.39
B_2,-0.58,0.26,0.25,-1.54
