,T0,T1,T2,A_1
T0,-0.87,-1.26,0.0,0.13
T1,-0.0,-2.05,-0.0,-0.56
T2,0.32,0.72,-2.02,-1.37
A_1,-0.43,-0.46,-0.23,-2.07
