,T0,T1,T2,C_2
T0,-0.89,-0.59,-0.0,-0.0
T1,-0.44,-1.99,0.01,-0.0
T2,0.21,0.77,-2.04,-0.3
C_2,-1.91,-0.07,0.54,-1.53
